benchmark/imdb/01d.benchmark,20,0.025655
benchmark/imdb/02a.benchmark,1,0.037635
benchmark/imdb/02a.benchmark,2,0.037928
benchmark/imdb/02a.benchmark,3,0.037954
benchmark/imdb/02a.benchmark,4,0.038239
benchmark/imdb/02a.benchmark,5,0.038048
benchmark/imdb/02a.benchmark,6,0.038198
benchmark/imdb/02a.benchmark,7,0.039212
benchmark/imdb/02a.benchmark,8,0.038182
benchmark/imdb/02a.benchmark,9,0.038135
benchmark/imdb/02a.benchmark,10,0.038847
benchmark/imdb/02a.benchmark,11,0.037966
benchmark/imdb/02a.benchmark,12,0.039964
benchmark/imdb/02a.benchmark,13,0.039333
benchmark/imdb/02a.benchmark,14,0.037907
benchmark/imdb/02a.benchmark,15,0.038713
benchmark/imdb/02a.benchmark,16,0.037398
benchmark/imdb/02a.benchmark,17,0.037723
benchmark/imdb/02a.benchmark,18,0.037922
benchmark/imdb/02a.benchmark,19,0.038837
benchmark/imdb/02a.benchmark,20,0.040014
benchmark/imdb/02b.benchmark,1,0.03894
benchmark/imdb/02b.benchmark,2,0.038538
benchmark/imdb/02b.benchmark,3,0.038844
benchmark/imdb/02b.benchmark,4,0.038466
benchmark/imdb/02b.benchmark,5,0.037969
benchmark/imdb/02b.benchmark,6,0.038355
benchmark/imdb/02b.benchmark,7,0.040418
benchmark/imdb/02b.benchmark,8,0.041787
benchmark/imdb/02b.benchmark,9,0.038566
benchmark/imdb/02b.benchmark,10,0.036997
benchmark/imdb/02b.benchmark,11,0.03739
benchmark/imdb/02b.benchmark,12,0.037708
benchmark/imdb/02b.benchmark,13,0.037427
benchmark/imdb/02b.benchmark,14,0.037799
benchmark/imdb/02b.benchmark,15,0.038773
benchmark/imdb/02b.benchmark,16,0.037077
benchmark/imdb/02b.benchmark,17,0.039309
benchmark/imdb/02b.benchmark,18,0.038611
benchmark/imdb/02b.benchmark,19,0.036704
benchmark/imdb/02b.benchmark,20,0.037791
benchmark/imdb/02c.benchmark,1,0.014789
benchmark/imdb/02c.benchmark,2,0.014547
benchmark/imdb/02c.benchmark,3,0.014271
benchmark/imdb/02c.benchmark,4,0.01527
benchmark/imdb/02c.benchmark,5,0.014643
benchmark/imdb/02c.benchmark,6,0.01559
benchmark/imdb/02c.benchmark,7,0.014486
benchmark/imdb/02c.benchmark,8,0.014559
benchmark/imdb/02c.benchmark,9,0.014232
benchmark/imdb/02c.benchmark,10,0.015172
benchmark/imdb/02c.benchmark,11,0.014322
benchmark/imdb/02c.benchmark,12,0.015275
benchmark/imdb/02c.benchmark,13,0.015291
benchmark/imdb/02c.benchmark,14,0.015498
benchmark/imdb/02c.benchmark,15,0.015248
benchmark/imdb/02c.benchmark,16,0.015237
benchmark/imdb/02c.benchmark,17,0.015288
benchmark/imdb/02c.benchmark,18,0.015863
benchmark/imdb/02c.benchmark,19,0.014625
benchmark/imdb/02c.benchmark,20,0.015165
benchmark/imdb/02d.benchmark,1,0.054644
benchmark/imdb/02d.benchmark,2,0.055117
benchmark/imdb/02d.benchmark,3,0.054788
benchmark/imdb/02d.benchmark,4,0.054641
benchmark/imdb/02d.benchmark,5,0.053839
benchmark/imdb/02d.benchmark,6,0.053966
benchmark/imdb/02d.benchmark,7,0.055112
benchmark/imdb/02d.benchmark,8,0.056922
benchmark/imdb/02d.benchmark,9,0.056046
benchmark/imdb/02d.benchmark,10,0.055618
benchmark/imdb/02d.benchmark,11,0.058367
benchmark/imdb/02d.benchmark,12,0.055646
benchmark/imdb/02d.benchmark,13,0.055105
benchmark/imdb/02d.benchmark,14,0.054617
benchmark/imdb/02d.benchmark,15,0.053561
benchmark/imdb/02d.benchmark,16,0.053531
benchmark/imdb/02d.benchmark,17,0.055452
benchmark/imdb/02d.benchmark,18,0.054024
benchmark/imdb/02d.benchmark,19,0.053404
benchmark/imdb/02d.benchmark,20,0.053583
benchmark/imdb/03a.benchmark,1,0.108292
benchmark/imdb/03a.benchmark,2,0.099148
benchmark/imdb/03a.benchmark,3,0.099592
benchmark/imdb/03a.benchmark,4,0.100353
benchmark/imdb/03a.benchmark,5,0.092528
benchmark/imdb/03a.benchmark,6,0.095361
benchmark/imdb/03a.benchmark,7,0.096191
benchmark/imdb/03a.benchmark,8,0.096827
benchmark/imdb/03a.benchmark,9,0.095739
benchmark/imdb/03a.benchmark,10,0.094919
benchmark/imdb/03a.benchmark,11,0.096975
benchmark/imdb/03a.benchmark,12,0.100944
benchmark/imdb/03a.benchmark,13,0.10117
benchmark/imdb/03a.benchmark,14,0.098601
benchmark/imdb/03a.benchmark,15,0.097573
benchmark/imdb/03a.benchmark,16,0.093718
benchmark/imdb/03a.benchmark,17,0.093132
benchmark/imdb/03a.benchmark,18,0.094029
benchmark/imdb/03a.benchmark,19,0.094518
benchmark/imdb/03a.benchmark,20,0.092565
benchmark/imdb/03b.benchmark,1,0.060868
benchmark/imdb/03b.benchmark,2,0.056191
benchmark/imdb/03b.benchmark,3,0.064143
benchmark/imdb/03b.benchmark,4,0.057511
benchmark/imdb/03b.benchmark,5,0.058524
benchmark/imdb/03b.benchmark,6,0.057706
benchmark/imdb/03b.benchmark,7,0.061024
benchmark/imdb/03b.benchmark,8,0.060142
benchmark/imdb/03b.benchmark,9,0.064709
benchmark/imdb/03b.benchmark,10,0.05963
benchmark/imdb/03b.benchmark,11,0.064348
benchmark/imdb/03b.benchmark,12,0.06177
benchmark/imdb/03b.benchmark,13,0.061155
benchmark/imdb/03b.benchmark,14,0.063769
benchmark/imdb/03b.benchmark,15,0.062401
benchmark/imdb/03b.benchmark,16,0.061746
benchmark/imdb/03b.benchmark,17,0.061703
benchmark/imdb/03b.benchmark,18,0.059053
benchmark/imdb/03b.benchmark,19,0.058271
benchmark/imdb/03b.benchmark,20,0.061203
benchmark/imdb/03c.benchmark,1,0.104446
benchmark/imdb/03c.benchmark,2,0.105769
benchmark/imdb/03c.benchmark,3,0.107216
benchmark/imdb/03c.benchmark,4,0.105199
benchmark/imdb/03c.benchmark,5,0.117136
benchmark/imdb/03c.benchmark,6,0.109962
benchmark/imdb/03c.benchmark,7,0.106565
benchmark/imdb/03c.benchmark,8,0.116139
benchmark/imdb/03c.benchmark,9,0.137715
benchmark/imdb/03c.benchmark,10,0.137327
benchmark/imdb/03c.benchmark,11,0.125292
benchmark/imdb/03c.benchmark,12,0.105467
benchmark/imdb/03c.benchmark,13,0.105408
benchmark/imdb/03c.benchmark,14,0.101763
benchmark/imdb/03c.benchmark,15,0.098406
benchmark/imdb/03c.benchmark,16,0.101425
benchmark/imdb/03c.benchmark,17,0.100935
benchmark/imdb/03c.benchmark,18,0.100925
benchmark/imdb/03c.benchmark,19,0.097481
benchmark/imdb/03c.benchmark,20,0.096637
benchmark/imdb/04a.benchmark,1,0.079588
benchmark/imdb/04a.benchmark,2,0.073489
benchmark/imdb/04a.benchmark,3,0.074642
benchmark/imdb/04a.benchmark,4,0.075628
benchmark/imdb/04a.benchmark,5,0.076551
benchmark/imdb/04a.benchmark,6,0.072538
benchmark/imdb/04a.benchmark,7,0.075175
benchmark/imdb/04a.benchmark,8,0.075542
benchmark/imdb/04a.benchmark,9,0.07565
benchmark/imdb/04a.benchmark,10,0.079253
benchmark/imdb/04a.benchmark,11,0.077383
benchmark/imdb/04a.benchmark,12,0.074451
benchmark/imdb/04a.benchmark,13,0.071512
benchmark/imdb/04a.benchmark,14,0.073761
benchmark/imdb/04a.benchmark,15,0.076584
benchmark/imdb/04a.benchmark,16,0.076468
benchmark/imdb/04a.benchmark,17,0.076374
benchmark/imdb/04a.benchmark,18,0.075963
benchmark/imdb/04a.benchmark,19,0.071436
benchmark/imdb/04a.benchmark,20,0.07492
benchmark/imdb/04b.benchmark,1,0.039011
benchmark/imdb/04b.benchmark,2,0.035571
benchmark/imdb/04b.benchmark,3,0.036338
benchmark/imdb/04b.benchmark,4,0.034251
benchmark/imdb/04b.benchmark,5,0.035321
benchmark/imdb/04b.benchmark,6,0.036396
benchmark/imdb/04b.benchmark,7,0.037157
benchmark/imdb/04b.benchmark,8,0.033812
benchmark/imdb/04b.benchmark,9,0.03436
benchmark/imdb/04b.benchmark,10,0.0369
benchmark/imdb/04b.benchmark,11,0.0336
benchmark/imdb/04b.benchmark,12,0.034379
benchmark/imdb/04b.benchmark,13,0.03723
benchmark/imdb/04b.benchmark,14,0.03531
benchmark/imdb/04b.benchmark,15,0.034726
benchmark/imdb/04b.benchmark,16,0.036409
benchmark/imdb/04b.benchmark,17,0.034933
benchmark/imdb/04b.benchmark,18,0.034476
benchmark/imdb/04b.benchmark,19,0.035117
benchmark/imdb/04b.benchmark,20,0.036112
benchmark/imdb/04c.benchmark,1,0.113752
benchmark/imdb/04c.benchmark,2,0.112872
benchmark/imdb/04c.benchmark,3,0.109964
benchmark/imdb/04c.benchmark,4,0.114367
benchmark/imdb/04c.benchmark,5,0.115951
benchmark/imdb/04c.benchmark,6,0.115013
benchmark/imdb/04c.benchmark,7,0.117767
benchmark/imdb/04c.benchmark,8,0.115745
benchmark/imdb/04c.benchmark,9,0.144921
benchmark/imdb/04c.benchmark,10,0.142179
benchmark/imdb/04c.benchmark,11,0.12094
benchmark/imdb/04c.benchmark,12,0.123631
benchmark/imdb/04c.benchmark,13,0.121865
benchmark/imdb/04c.benchmark,14,0.120803
benchmark/imdb/04c.benchmark,15,0.11885
benchmark/imdb/04c.benchmark,16,0.115396
benchmark/imdb/04c.benchmark,17,0.151145
benchmark/imdb/04c.benchmark,18,0.157035
benchmark/imdb/04c.benchmark,19,0.130756
benchmark/imdb/04c.benchmark,20,0.139251
benchmark/imdb/05a.benchmark,1,0.056459
benchmark/imdb/05a.benchmark,2,0.054854
benchmark/imdb/05a.benchmark,3,0.054228
benchmark/imdb/05a.benchmark,4,0.053639
benchmark/imdb/05a.benchmark,5,0.051848
benchmark/imdb/05a.benchmark,6,0.049174
benchmark/imdb/05a.benchmark,7,0.054525
benchmark/imdb/05a.benchmark,8,0.050878
benchmark/imdb/05a.benchmark,9,0.050771
benchmark/imdb/05a.benchmark,10,0.052469
benchmark/imdb/05a.benchmark,11,0.049001
benchmark/imdb/05a.benchmark,12,0.048178
benchmark/imdb/05a.benchmark,13,0.051777
benchmark/imdb/05a.benchmark,14,0.051455
benchmark/imdb/05a.benchmark,15,0.04913
benchmark/imdb/05a.benchmark,16,0.049251
benchmark/imdb/05a.benchmark,17,0.047212
benchmark/imdb/05a.benchmark,18,0.049939
benchmark/imdb/05a.benchmark,19,0.047037
benchmark/imdb/05a.benchmark,20,0.05357
benchmark/imdb/05b.benchmark,1,0.043661
benchmark/imdb/05b.benchmark,2,0.041885
benchmark/imdb/05b.benchmark,3,0.042303
benchmark/imdb/05b.benchmark,4,0.048496
benchmark/imdb/05b.benchmark,5,0.040697
benchmark/imdb/05b.benchmark,6,0.041597
benchmark/imdb/05b.benchmark,7,0.040503
benchmark/imdb/05b.benchmark,8,0.03785
benchmark/imdb/05b.benchmark,9,0.038586
benchmark/imdb/05b.benchmark,10,0.042241
benchmark/imdb/05b.benchmark,11,0.03765
benchmark/imdb/05b.benchmark,12,0.040334
benchmark/imdb/05b.benchmark,13,0.037569
benchmark/imdb/05b.benchmark,14,0.041589
benchmark/imdb/05b.benchmark,15,0.040951
benchmark/imdb/05b.benchmark,16,0.037471
benchmark/imdb/05b.benchmark,17,0.039702
benchmark/imdb/05b.benchmark,18,0.039483
benchmark/imdb/05b.benchmark,19,0.038717
benchmark/imdb/05b.benchmark,20,0.039921
benchmark/imdb/05c.benchmark,1,0.119336
benchmark/imdb/05c.benchmark,2,0.118245
benchmark/imdb/05c.benchmark,3,0.116735
benchmark/imdb/05c.benchmark,4,0.116689
benchmark/imdb/05c.benchmark,5,0.119793
benchmark/imdb/05c.benchmark,6,0.119642
benchmark/imdb/05c.benchmark,7,0.118554
benchmark/imdb/05c.benchmark,8,0.124606
benchmark/imdb/05c.benchmark,9,0.123598
benchmark/imdb/05c.benchmark,10,0.118623
benchmark/imdb/05c.benchmark,11,0.119081
benchmark/imdb/05c.benchmark,12,0.120134
benchmark/imdb/05c.benchmark,13,0.118682
benchmark/imdb/05c.benchmark,14,0.118774
benchmark/imdb/05c.benchmark,15,0.116297
benchmark/imdb/05c.benchmark,16,0.116539
benchmark/imdb/05c.benchmark,17,0.118965
benchmark/imdb/05c.benchmark,18,0.117061
benchmark/imdb/05c.benchmark,19,0.119739
benchmark/imdb/05c.benchmark,20,0.119723
benchmark/imdb/06a.benchmark,1,0.082083
benchmark/imdb/06a.benchmark,2,0.104813
benchmark/imdb/06a.benchmark,3,0.112156
benchmark/imdb/06a.benchmark,4,0.105398
benchmark/imdb/06a.benchmark,5,0.113844
benchmark/imdb/06a.benchmark,6,0.104032
benchmark/imdb/06a.benchmark,7,0.08891
benchmark/imdb/06a.benchmark,8,0.092997
benchmark/imdb/06a.benchmark,9,0.090076
benchmark/imdb/06a.benchmark,10,0.084238
benchmark/imdb/06a.benchmark,11,0.083202
benchmark/imdb/06a.benchmark,12,0.086404
benchmark/imdb/06a.benchmark,13,0.086796
benchmark/imdb/06a.benchmark,14,0.085439
benchmark/imdb/06a.benchmark,15,0.088322
benchmark/imdb/06a.benchmark,16,0.086376
benchmark/imdb/06a.benchmark,17,0.081721
benchmark/imdb/06a.benchmark,18,0.082582
benchmark/imdb/06a.benchmark,19,0.082052
benchmark/imdb/06a.benchmark,20,0.082605
benchmark/imdb/06b.benchmark,1,0.067864
benchmark/imdb/06b.benchmark,2,0.067399
benchmark/imdb/06b.benchmark,3,0.070074
benchmark/imdb/06b.benchmark,4,0.070737
benchmark/imdb/06b.benchmark,5,0.074357
benchmark/imdb/06b.benchmark,6,0.074609
benchmark/imdb/06b.benchmark,7,0.070007
benchmark/imdb/06b.benchmark,8,0.071987
benchmark/imdb/06b.benchmark,9,0.068454
benchmark/imdb/06b.benchmark,10,0.067711
benchmark/imdb/06b.benchmark,11,0.067179
benchmark/imdb/06b.benchmark,12,0.067222
benchmark/imdb/06b.benchmark,13,0.066706
benchmark/imdb/06b.benchmark,14,0.079969
benchmark/imdb/06b.benchmark,15,0.069765
benchmark/imdb/06b.benchmark,16,0.070764
benchmark/imdb/06b.benchmark,17,0.068496
benchmark/imdb/06b.benchmark,18,0.066728
benchmark/imdb/06b.benchmark,19,0.069073
benchmark/imdb/06b.benchmark,20,0.069318
benchmark/imdb/06c.benchmark,1,0.079677
benchmark/imdb/06c.benchmark,2,0.076685
benchmark/imdb/06c.benchmark,3,0.078864
benchmark/imdb/06c.benchmark,4,0.066514
benchmark/imdb/06c.benchmark,5,0.067597
benchmark/imdb/06c.benchmark,6,0.067369
benchmark/imdb/06c.benchmark,7,0.073061
benchmark/imdb/06c.benchmark,8,0.077394
benchmark/imdb/06c.benchmark,9,0.07185
benchmark/imdb/06c.benchmark,10,0.067499
benchmark/imdb/06c.benchmark,11,0.0668
benchmark/imdb/06c.benchmark,12,0.065136
benchmark/imdb/06c.benchmark,13,0.067207
benchmark/imdb/06c.benchmark,14,0.066145
benchmark/imdb/06c.benchmark,15,0.066494
benchmark/imdb/06c.benchmark,16,0.065714
benchmark/imdb/06c.benchmark,17,0.069113
benchmark/imdb/06c.benchmark,18,0.065922
benchmark/imdb/06c.benchmark,19,0.066986
benchmark/imdb/06c.benchmark,20,0.066153
benchmark/imdb/06d.benchmark,1,0.159467
benchmark/imdb/06d.benchmark,2,0.159166
benchmark/imdb/06d.benchmark,3,0.157096
benchmark/imdb/06d.benchmark,4,0.158345
benchmark/imdb/06d.benchmark,5,0.156768
benchmark/imdb/06d.benchmark,6,0.155736
benchmark/imdb/06d.benchmark,7,0.159602
benchmark/imdb/06d.benchmark,8,0.158303
benchmark/imdb/06d.benchmark,9,0.160589
benchmark/imdb/06d.benchmark,10,0.161536
benchmark/imdb/06d.benchmark,11,0.157599
benchmark/imdb/06d.benchmark,12,0.155691
benchmark/imdb/06d.benchmark,13,0.159122
benchmark/imdb/06d.benchmark,14,0.157196
benchmark/imdb/06d.benchmark,15,0.156013
benchmark/imdb/06d.benchmark,16,0.160162
benchmark/imdb/06d.benchmark,17,0.158507
benchmark/imdb/06d.benchmark,18,0.161104
benchmark/imdb/06d.benchmark,19,0.15715
benchmark/imdb/06d.benchmark,20,0.158657
benchmark/imdb/06e.benchmark,1,0.078224
benchmark/imdb/06e.benchmark,2,0.080737
benchmark/imdb/06e.benchmark,3,0.078213
benchmark/imdb/06e.benchmark,4,0.083545
benchmark/imdb/06e.benchmark,5,0.08648
benchmark/imdb/06e.benchmark,6,0.081423
benchmark/imdb/06e.benchmark,7,0.079784
benchmark/imdb/06e.benchmark,8,0.078298
benchmark/imdb/06e.benchmark,9,0.079633
benchmark/imdb/06e.benchmark,10,0.078943
benchmark/imdb/06e.benchmark,11,0.079804
benchmark/imdb/06e.benchmark,12,0.078204
benchmark/imdb/06e.benchmark,13,0.078871
benchmark/imdb/06e.benchmark,14,0.077994
benchmark/imdb/06e.benchmark,15,0.079657
benchmark/imdb/06e.benchmark,16,0.079177
benchmark/imdb/06e.benchmark,17,0.079021
benchmark/imdb/06e.benchmark,18,0.078547
benchmark/imdb/06e.benchmark,19,0.077814
benchmark/imdb/06e.benchmark,20,0.07908
benchmark/imdb/06f.benchmark,1,0.266516
benchmark/imdb/06f.benchmark,2,0.283779
benchmark/imdb/06f.benchmark,3,0.301338
benchmark/imdb/06f.benchmark,4,0.294649
benchmark/imdb/06f.benchmark,5,0.294532
